"S. No","Time","factory_id","COD - (mg/l) Raw","BOD - (mg/l) Raw","pH - (pH) Raw","TSS - (mg/l) Raw"
"4756","2026-02-04 07:15","FACTORY_A","118.17","44.59","7.08","80.91"
"4757","2026-02-04 07:16","FACTORY_A","120.50","45.04","7.21","82.70"
"4758","2026-02-04 07:17","FACTORY_A","122.56","45.97","7.10","70.33"
"4759","2026-02-04 07:18","FACTORY_A","117.04","44.25","7.23","78.50"
"4760","2026-02-04 07:19","FACTORY_A","118.36","44.40","7.21","75.10"
"4761","2026-02-04 07:20","FACTORY_A","120.54","44.27","7.24","79.19"
"4762","2026-02-04 07:21","FACTORY_A","128.57","44.24","7.17","71.51"
"4763","2026-02-04 07:22","FACTORY_A","120.90","45.26","7.20","74.41"
"4764","2026-02-04 07:23","FACTORY_A","124.82","44.45","7.23","87.70"
"4765","2026-02-04 07:24","FACTORY_A","123.62","47.25","7.15","85.81"
"4766","2026-02-04 07:25","FACTORY_A","121.10","49.02","7.23","84.86"
"4767","2026-02-04 07:26","FACTORY_A","117.03","44.15","7.23","87.35"
"4768","2026-02-04 07:27","FACTORY_A","123.18","45.44","7.19","70.65"
"4769","2026-02-04 07:28","FACTORY_A","115.51","46.56","7.28","79.72"
"4770","2026-02-04 07:29","FACTORY_A","124.80","44.60","7.23","81.22"
"4771","2026-02-04 07:30","FACTORY_A","120.60","43.51","7.12","78.06"
"4772","2026-02-04 07:31","FACTORY_A","112.05","47.61","7.25","70.70"
"4773","2026-02-04 07:32","FACTORY_A","118.98","46.03","7.17","84.42"
"4774","2026-02-04 07:33","FACTORY_A","121.96","45.48","7.24","83.09"
"4775","2026-02-04 07:34","FACTORY_A","119.29","47.18","7.21","76.90"
"4776","2026-02-04 07:35","FACTORY_A","122.15","46.16","7.07","84.23"
"4777","2026-02-04 07:36","FACTORY_A","117.45","44.93","7.23","80.62"
"4778","2026-02-04 07:37","FACTORY_A","116.08","43.54","7.19","83.17"
"4779","2026-02-04 07:38","FACTORY_A","119.79","44.26","7.18","75.43"
"4780","2026-02-04 07:39","FACTORY_A","120.09","46.81","7.18","81.19"
"4781","2026-02-04 07:40","FACTORY_A","118.95","46.02","7.24","81.25"
"4782","2026-02-04 07:41","FACTORY_A","123.68","44.72","7.15","78.84"
"4783","2026-02-04 07:42","FACTORY_A","117.45","47.65","7.26","66.63"
"4784","2026-02-04 07:43","FACTORY_A","120.94","44.76","7.12","80.86"
"4785","2026-02-04 07:44","FACTORY_A","120.20","46.48","7.21","81.20"
"4786","2026-02-04 07:45","FACTORY_A","115.33","45.33","7.24","75.27"
"4787","2026-02-04 07:46","FACTORY_A","116.04","47.90","7.24","82.86"
"4788","2026-02-04 07:47","FACTORY_A","120.04","46.13","7.21","81.22"
"4789","2026-02-04 07:48","FACTORY_A","125.94","45.07","7.19","82.05"
"4790","2026-02-04 07:49","FACTORY_A","121.74","44.73","7.17","78.11"
"4791","2026-02-04 07:50","FACTORY_A","114.82","44.98","7.14","71.46"
"4792","2026-02-04 07:51","FACTORY_A","110.67","43.91","7.17","71.57"
"4793","2026-02-04 07:52","FACTORY_A","122.20","42.95","7.15","83.44"
"4794","2026-02-04 07:53","FACTORY_A","119.71","45.46","7.14","74.53"
"4795","2026-02-04 07:54","FACTORY_A","123.42","44.20","7.29","76.01"
"4796","2026-02-04 07:55","FACTORY_A","117.36","44.20","7.11","84.20"
"4797","2026-02-04 07:56","FACTORY_A","121.05","44.87","7.26","69.32"
"4798","2026-02-04 07:57","FACTORY_A","122.54","45.08","7.14","71.97"
"4799","2026-02-04 07:58","FACTORY_A","118.66","45.01","7.15","83.95"
"4800","2026-02-04 07:59","FACTORY_A","118.72","47.61","7.15","80.42"
"4801","2026-02-04 08:00","FACTORY_A","120.08","45.99","7.14","70.03"
"4802","2026-02-04 08:01","FACTORY_A","121.63","48.16","7.25","77.80"
"4803","2026-02-04 08:02","FACTORY_A","119.96","44.34","7.23","80.88"
"4804","2026-02-04 08:03","FACTORY_A","122.92","46.18","7.19","74.49"
"4805","2026-02-04 08:04","FACTORY_A","118.61","44.42","7.34","72.77"
"4806","2026-02-04 08:05","FACTORY_A","116.01","44.16","7.20","71.56"
"4807","2026-02-04 08:06","FACTORY_A","125.93","48.22","7.20","84.23"
"4808","2026-02-04 08:07","FACTORY_A","118.19","43.85","7.17","85.22"
"4809","2026-02-04 08:08","FACTORY_A","118.29","41.65","7.16","83.77"
"4810","2026-02-04 08:09","FACTORY_A","119.80","43.94","7.17","86.16"
"4811","2026-02-04 08:10","FACTORY_A","120.20","41.99","7.24","86.40"
"4812","2026-02-04 08:11","FACTORY_A","118.84","43.57","7.23","72.42"
"4813","2026-02-04 08:12","FACTORY_A","119.95","43.71","7.26","85.01"
"4814","2026-02-04 08:13","FACTORY_A","119.88","45.05","7.16","80.56"
"4815","2026-02-04 08:14","FACTORY_A","120.52","41.93","7.23","89.50"
"4816","2026-02-04 08:15","FACTORY_A","112.93","46.79","7.22","96.93"
"4817","2026-02-04 08:16","FACTORY_A","125.64","42.19","7.22","79.02"
"4818","2026-02-04 08:17","FACTORY_A","119.56","44.81","7.16","78.48"
"4819","2026-02-04 08:18","FACTORY_A","121.74","44.51","7.15","78.08"
"4820","2026-02-04 08:19","FACTORY_A","115.87","46.24","7.23","80.36"
"4821","2026-02-04 08:20","FACTORY_A","118.59","45.53","7.24","81.16"
"4822","2026-02-04 08:21","FACTORY_A","117.98","46.78","7.17","93.19"
"4823","2026-02-04 08:22","FACTORY_A","124.41","44.46","7.23","80.72"
"4824","2026-02-04 08:23","FACTORY_A","118.24","44.30","7.26","77.85"
"4825","2026-02-04 08:24","FACTORY_A","122.27","45.62","7.18","80.07"
"4826","2026-02-04 08:25","FACTORY_A","118.05","46.54","7.13","75.88"
"4827","2026-02-04 08:26","FACTORY_A","118.64","46.24","7.13","71.61"
"4828","2026-02-04 08:27","FACTORY_A","119.26","45.48","7.17","79.26"
"4829","2026-02-04 08:28","FACTORY_A","123.85","45.35","7.18","91.67"
"4830","2026-02-04 08:29","FACTORY_A","114.33","44.95","7.20","84.44"
"4831","2026-02-04 08:30","FACTORY_A","116.05","45.61","7.20","77.60"
"4832","2026-02-04 08:31","FACTORY_A","114.16","48.05","7.19","81.75"
"4833","2026-02-04 08:32","FACTORY_A","116.74","44.64","7.23","92.57"
"4834","2026-02-04 08:33","FACTORY_A","117.57","44.45","7.16","80.99"
"4835","2026-02-04 08:34","FACTORY_A","115.16","44.34","7.26","75.55"
"4836","2026-02-04 08:35","FACTORY_A","117.80","45.58","7.25","80.34"
"4837","2026-02-04 08:36","FACTORY_A","113.96","41.82","7.24","83.21"
"4838","2026-02-04 08:37","FACTORY_A","116.95","44.80","7.17","82.08"
"4839","2026-02-04 08:38","FACTORY_A","123.60","46.32","7.19","87.26"
"4840","2026-02-04 08:39","FACTORY_A","121.21","44.21","7.24","80.50"
"4841","2026-02-04 08:40","FACTORY_A","120.56","45.28","7.19","68.28"
"4842","2026-02-04 08:41","FACTORY_A","116.99","48.16","7.17","82.36"
"4843","2026-02-04 08:42","FACTORY_A","115.39","45.50","7.16","82.02"
"4844","2026-02-04 08:43","FACTORY_A","116.58","41.64","7.17","81.69"
"4845","2026-02-04 08:44","FACTORY_A","119.87","42.89","7.14","75.76"
"4846","2026-02-04 08:45","FACTORY_A","122.60","44.62","7.34","89.97"
"4847","2026-02-04 08:46","FACTORY_A","122.71","43.79","7.10","74.56"
"4848","2026-02-04 08:47","FACTORY_A","121.89","45.16","7.15","75.09"
"4849","2026-02-04 08:48","FACTORY_A","117.79","44.56","7.23","78.86"
"4850","2026-02-04 08:49","FACTORY_A","120.07","46.75","7.17","86.63"
"4851","2026-02-04 08:50","FACTORY_A","119.04","43.36","7.18","86.85"
"4852","2026-02-04 08:51","FACTORY_A","119.40","44.69","7.22","83.20"
"4853","2026-02-04 08:52","FACTORY_A","126.11","45.33","7.25","84.47"
"4854","2026-02-04 08:53","FACTORY_A","114.71","45.51","7.19","73.49"
"4855","2026-02-04 08:54","FACTORY_A","119.30","45.22","7.25","71.50"
"4856","2026-02-04 08:55","FACTORY_A","123.64","41.38","7.12","78.14"
"4857","2026-02-04 08:56","FACTORY_A","115.60","45.12","7.17","84.43"
"4858","2026-02-04 08:57","FACTORY_A","118.07","44.77","7.22","84.56"
"4859","2026-02-04 08:58","FACTORY_A","118.41","46.30","7.30","75.65"
"4860","2026-02-04 08:59","FACTORY_A","119.33","46.08","7.15","75.11"
"4861","2026-02-04 09:00","FACTORY_A","115.21","45.36","7.14","85.84"
"4862","2026-02-04 09:01","FACTORY_A","121.79","45.47","7.22","80.95"
"4863","2026-02-04 09:02","FACTORY_A","122.00","47.03","7.20","69.64"
"4864","2026-02-04 09:03","FACTORY_A","121.53","46.73","7.16","74.38"
"4865","2026-02-04 09:04","FACTORY_A","117.39","45.41","7.14","82.43"
"4866","2026-02-04 09:05","FACTORY_A","120.26","48.22","7.17","74.07"
"4867","2026-02-04 09:06","FACTORY_A","117.30","44.06","7.23","75.08"
"4868","2026-02-04 09:07","FACTORY_A","119.00","43.22","7.18","75.26"
"4869","2026-02-04 09:08","FACTORY_A","126.46","44.98","7.26","84.37"
"4870","2026-02-04 09:09","FACTORY_A","120.29","44.44","7.19","79.95"
"4871","2026-02-04 09:10","FACTORY_A","116.44","41.30","7.23","88.38"
"4872","2026-02-04 09:11","FACTORY_A","120.54","44.02","7.21","77.86"
"4873","2026-02-04 09:12","FACTORY_A","115.94","45.52","7.18","78.95"
"4874","2026-02-04 09:13","FACTORY_A","116.40","44.91","7.24","81.67"
"4875","2026-02-04 09:14","FACTORY_A","116.88","43.84","7.14","76.88"
"4876","2026-02-04 09:15","FACTORY_A","118.67","45.06","7.17","72.01"
"4877","2026-02-04 09:16","FACTORY_A","122.81","45.18","7.18","78.24"
"4878","2026-02-04 09:17","FACTORY_A","121.74","46.07","7.22","76.26"
"4879","2026-02-04 09:18","FACTORY_A","121.57","44.04","7.23","79.37"
"4880","2026-02-04 09:19","FACTORY_A","116.70","46.31","7.16","77.01"
"4881","2026-02-04 09:20","FACTORY_A","118.38","43.36","7.15","82.25"
"4882","2026-02-04 09:21","FACTORY_A","120.82","44.24","7.20","78.24"
"4883","2026-02-04 09:22","FACTORY_A","118.12","47.55","7.12","71.92"
"4884","2026-02-04 09:23","FACTORY_A","119.16","43.46","7.25","76.89"
"4885","2026-02-04 09:24","FACTORY_A","121.32","44.01","7.19","73.99"
"4886","2026-02-04 09:25","FACTORY_A","118.95","43.12","7.14","89.61"
"4887","2026-02-04 09:26","FACTORY_A","120.68","43.76","7.14","80.23"
"4888","2026-02-04 09:27","FACTORY_A","124.78","45.21","7.22","83.34"
"4889","2026-02-04 09:28","FACTORY_A","119.48","46.06","7.21","79.52"
"4890","2026-02-04 09:29","FACTORY_A","123.54","44.97","7.16","89.17"
"4891","2026-02-04 09:30","FACTORY_A","121.68","44.51","7.19","73.70"
"4892","2026-02-04 09:31","FACTORY_A","115.60","43.14","7.14","76.04"
"4893","2026-02-04 09:32","FACTORY_A","116.69","43.91","7.19","85.56"
"4894","2026-02-04 09:33","FACTORY_A","117.50","42.68","7.27","77.41"
"4895","2026-02-04 09:34","FACTORY_A","117.44","46.10","7.31","76.26"
"4896","2026-02-04 09:35","FACTORY_A","119.73","46.21","7.19","77.19"
"4897","2026-02-04 09:36","FACTORY_A","121.84","44.94","7.22","89.66"
"4898","2026-02-04 09:37","FACTORY_A","123.77","45.66","7.22","90.22"
"4899","2026-02-04 09:38","FACTORY_A","120.92","46.31","7.11","82.05"
"4900","2026-02-04 09:39","FACTORY_A","118.66","45.15","7.14","80.98"
"4901","2026-02-04 09:40","FACTORY_A","113.75","47.09","7.08","83.92"
"4902","2026-02-04 09:41","FACTORY_A","120.21","43.46","7.22","81.96"
"4903","2026-02-04 09:42","FACTORY_A","120.08","44.48","7.30","80.88"
"4904","2026-02-04 09:43","FACTORY_A","120.55","44.30","7.25","77.75"
"4905","2026-02-04 09:44","FACTORY_A","126.32","45.97","7.20","76.92"
"4906","2026-02-04 09:45","FACTORY_A","123.72","42.85","7.20","82.48"
"4907","2026-02-04 09:46","FACTORY_A","122.36","47.17","7.18","80.70"
"4908","2026-02-04 09:47","FACTORY_A","117.11","45.84","7.25","87.34"
"4909","2026-02-04 09:48","FACTORY_A","118.46","47.63","7.21","78.70"
"4910","2026-02-04 09:49","FACTORY_A","119.72","44.94","7.20","75.37"
"4911","2026-02-04 09:50","FACTORY_A","117.67","44.17","7.14","72.69"
"4912","2026-02-04 09:51","FACTORY_A","121.50","45.99","7.23","76.16"
"4913","2026-02-04 09:52","FACTORY_A","121.07","46.55","7.19","72.81"
"4914","2026-02-04 09:53","FACTORY_A","116.74","43.93","7.22","85.74"
"4915","2026-02-04 09:54","FACTORY_A","123.59","42.00","7.25","77.87"
"4916","2026-02-04 09:55","FACTORY_A","120.31","42.26","7.12","76.16"
"4917","2026-02-04 09:56","FACTORY_A","114.81","45.39","7.19","82.40"
"4918","2026-02-04 09:57","FACTORY_A","119.85","47.31","7.18","89.75"
"4919","2026-02-04 09:58","FACTORY_A","120.84","43.05","7.17","77.87"
"4920","2026-02-04 09:59","FACTORY_A","122.92","44.59","7.14","74.33"
"4921","2026-02-04 10:00","FACTORY_A","118.99","44.48","7.16","78.02"
"4922","2026-02-04 10:01","FACTORY_A","122.48","47.88","7.15","70.71"
"4923","2026-02-04 10:02","FACTORY_A","120.56","48.39","7.24","82.57"
"4924","2026-02-04 10:03","FACTORY_A","116.05","45.64","7.22","82.88"
"4925","2026-02-04 10:04","FACTORY_A","115.75","46.35","7.22","77.80"
"4926","2026-02-04 10:05","FACTORY_A","123.37","46.31","7.10","74.40"
"4927","2026-02-04 10:06","FACTORY_A","123.59","43.08","7.30","92.00"
"4928","2026-02-04 10:07","FACTORY_A","120.97","46.05","7.18","73.85"
"4929","2026-02-04 10:08","FACTORY_A","124.49","43.47","7.29","76.25"
"4930","2026-02-04 10:09","FACTORY_A","123.17","44.74","7.24","80.17"
"4931","2026-02-04 10:10","FACTORY_A","122.05","46.71","7.19","84.30"
"4932","2026-02-04 10:11","FACTORY_A","117.27","45.12","7.30","79.25"
"4933","2026-02-04 10:12","FACTORY_A","125.19","46.65","7.23","80.18"
"4934","2026-02-04 10:13","FACTORY_A","121.61","46.95","7.19","83.06"
"4935","2026-02-04 10:14","FACTORY_A","118.84","42.36","7.18","96.03"
"4936","2026-02-04 10:15","FACTORY_A","118.00","41.73","7.25","77.10"
"4937","2026-02-04 10:16","FACTORY_A","120.77","46.74","7.17","77.45"
"4938","2026-02-04 10:17","FACTORY_A","114.99","46.80","7.18","79.46"
"4939","2026-02-04 10:18","FACTORY_A","122.10","45.38","7.17","83.40"
"4940","2026-02-04 10:19","FACTORY_A","117.14","45.59","7.16","92.63"
"4941","2026-02-04 10:20","FACTORY_A","121.11","46.34","7.17","79.45"
"4942","2026-02-04 10:21","FACTORY_A","118.44","46.31","7.29","82.77"
"4943","2026-02-04 10:22","FACTORY_A","119.21","44.54","7.25","69.20"
"4944","2026-02-04 10:23","FACTORY_A","117.73","46.43","7.21","80.32"
"4945","2026-02-04 10:24","FACTORY_A","119.52","44.48","7.17","79.93"
"4946","2026-02-04 10:25","FACTORY_A","125.67","45.37","7.17","85.10"
"4947","2026-02-04 10:26","FACTORY_A","124.16","45.30","7.18","77.41"
"4948","2026-02-04 10:27","FACTORY_A","121.06","43.71","7.29","73.89"
"4949","2026-02-04 10:28","FACTORY_A","119.92","43.89","7.21","81.15"
"4950","2026-02-04 10:29","FACTORY_A","122.53","48.35","7.24","72.20"
"4951","2026-02-04 10:30","FACTORY_A","123.39","43.66","7.21","75.98"
"4952","2026-02-04 10:31","FACTORY_A","117.51","45.55","7.16","80.27"
"4953","2026-02-04 10:32","FACTORY_A","119.77","45.87","7.21","68.02"
"4954","2026-02-04 10:33","FACTORY_A","114.53","44.92","7.15","78.72"
"4955","2026-02-04 10:34","FACTORY_A","123.37","46.01","7.26","87.90"
"4956","2026-02-04 10:35","FACTORY_A","126.20","45.49","7.16","71.95"
"4957","2026-02-04 10:36","FACTORY_A","120.24","43.69","7.17","76.58"
"4958","2026-02-04 10:37","FACTORY_A","113.62","45.81","7.24","82.94"
"4959","2026-02-04 10:38","FACTORY_A","121.83","44.18","7.17","84.08"
"4960","2026-02-04 10:39","FACTORY_A","117.29","47.61","7.19","80.29"
"4961","2026-02-04 10:40","FACTORY_A","118.01","45.64","7.07","79.07"
"4962","2026-02-04 10:41","FACTORY_A","121.88","43.95","7.18","88.27"
"4963","2026-02-04 10:42","FACTORY_A","120.76","45.51","7.23","81.06"
"4964","2026-02-04 10:43","FACTORY_A","118.54","43.61","7.17","74.71"
"4965","2026-02-04 10:44","FACTORY_A","118.05","45.39","7.23","80.60"
"4966","2026-02-04 10:45","FACTORY_A","120.38","44.66","7.20","79.33"
"4967","2026-02-04 10:46","FACTORY_A","118.77","43.76","7.25","77.81"
"4968","2026-02-04 10:47","FACTORY_A","116.67","43.74","7.16","71.59"
"4969","2026-02-04 10:48","FACTORY_A","119.00","48.65","7.19","79.96"
"4970","2026-02-04 10:49","FACTORY_A","121.02","45.14","7.13","82.91"
"4971","2026-02-04 10:50","FACTORY_A","119.47","44.35","7.20","83.75"
"4972","2026-02-04 10:51","FACTORY_A","115.76","44.09","7.18","80.06"
"4973","2026-02-04 10:52","FACTORY_A","122.97","45.71","7.25","80.18"
"4974","2026-02-04 10:53","FACTORY_A","111.78","44.04","7.17","77.20"
"4975","2026-02-04 10:54","FACTORY_A","118.66","43.36","7.18","84.84"
"4976","2026-02-04 10:55","FACTORY_A","118.14","44.95","7.17","74.05"
"4977","2026-02-04 10:56","FACTORY_A","120.44","44.94","7.20","77.39"
"4978","2026-02-04 10:57","FACTORY_A","121.68","44.37","7.30","75.97"
"4979","2026-02-04 10:58","FACTORY_A","123.38","43.66","7.03","79.44"
"4980","2026-02-04 10:59","FACTORY_A","117.86","44.41","7.20","86.56"
"4981","2026-02-04 11:00","FACTORY_A","121.76","44.30","7.26","74.06"
"4982","2026-02-04 11:01","FACTORY_A","120.59","44.09","7.17","81.40"
"4983","2026-02-04 11:02","FACTORY_A","114.87","45.41","7.23","81.51"
"4984","2026-02-04 11:03","FACTORY_A","125.70","48.34","7.26","75.18"
"4985","2026-02-04 11:04","FACTORY_A","115.68","47.00","7.19","79.04"
"4986","2026-02-04 11:05","FACTORY_A","121.26","47.91","7.17","75.52"
"4987","2026-02-04 11:06","FACTORY_A","121.17","44.15","7.25","80.50"
"4988","2026-02-04 11:07","FACTORY_A","120.83","47.51","7.22","79.41"
"4989","2026-02-04 11:08","FACTORY_A","118.52","45.34","7.20","87.52"
"4990","2026-02-04 11:09","FACTORY_A","122.48","46.48","7.23","76.17"
"4991","2026-02-04 11:10","FACTORY_A","115.32","45.69","7.25","79.14"
"4992","2026-02-04 11:11","FACTORY_A","119.80","44.49","7.20","78.13"
"4993","2026-02-04 11:12","FACTORY_A","118.31","46.08","7.22","86.78"
"4994","2026-02-04 11:13","FACTORY_A","117.97","45.73","7.23","77.54"
"4995","2026-02-04 11:14","FACTORY_A","121.29","42.35","7.18","75.54"
"4996","2026-02-04 11:15","FACTORY_A","123.23","44.81","7.26","76.12"
"4997","2026-02-04 11:16","FACTORY_A","118.97","46.31","7.15","76.04"
"4998","2026-02-04 11:17","FACTORY_A","122.34","45.42","7.19","77.09"
"4999","2026-02-04 11:18","FACTORY_A","120.15","45.70","7.24","75.72"
"5000","2026-02-04 11:19","FACTORY_A","117.32","43.87","7.15","80.08"
"5001","2026-02-04 11:20","FACTORY_A","119.23","45.38","7.24","73.51"
"5002","2026-02-04 11:21","FACTORY_A","119.10","44.86","7.21","82.88"
"5003","2026-02-04 11:22","FACTORY_A","117.91","44.69","7.27","80.21"
"5004","2026-02-04 11:23","FACTORY_A","121.29","43.98","7.23","88.11"
"5005","2026-02-04 11:24","FACTORY_A","120.70","46.37","7.19","82.33"
"5006","2026-02-04 11:25","FACTORY_A","115.23","45.52","7.21","81.83"
"5007","2026-02-04 11:26","FACTORY_A","115.05","45.37","7.21","90.05"
"5008","2026-02-04 11:27","FACTORY_A","121.27","48.08","7.30","82.17"
"5009","2026-02-04 11:28","FACTORY_A","117.55","45.71","7.20","78.93"
"5010","2026-02-04 11:29","FACTORY_A","120.91","46.80","7.19","75.65"
"5011","2026-02-04 11:30","FACTORY_A","122.34","45.41","7.19","87.26"
"5012","2026-02-04 11:31","FACTORY_A","116.19","44.47","7.21","74.96"
"5013","2026-02-04 11:32","FACTORY_A","115.77","43.41","7.14","74.30"
"5014","2026-02-04 11:33","FACTORY_A","125.02","45.36","7.18","74.32"
"5015","2026-02-04 11:34","FACTORY_A","121.05","41.00","7.15","76.24"
"5016","2026-02-04 11:35","FACTORY_A","118.74","45.41","7.16","80.22"
"5017","2026-02-04 11:36","FACTORY_A","117.20","45.47","7.24","78.69"
"5018","2026-02-04 11:37","FACTORY_A","118.47","44.67","7.20","82.63"
"5019","2026-02-04 11:38","FACTORY_A","116.43","44.86","7.16","74.55"
"5020","2026-02-04 11:39","FACTORY_A","122.65","43.12","7.19","75.64"
"5021","2026-02-04 11:40","FACTORY_A","117.67","47.08","7.19","80.77"
"5022","2026-02-04 11:41","FACTORY_A","123.28","44.49","7.20","75.18"
"5023","2026-02-04 11:42","FACTORY_A","118.80","43.54","7.12","73.19"
"5024","2026-02-04 11:43","FACTORY_A","116.87","45.82","7.15","72.35"
"5025","2026-02-04 11:44","FACTORY_A","118.72","45.17","7.13","79.76"
"5026","2026-02-04 11:45","FACTORY_A","112.13","44.46","7.16","79.66"
"5027","2026-02-04 11:46","FACTORY_A","119.64","44.30","7.16","79.42"
"5028","2026-02-04 11:47","FACTORY_A","119.49","44.99","7.15","86.08"
"5029","2026-02-04 11:48","FACTORY_A","122.47","47.02","7.24","81.51"
"5030","2026-02-04 11:49","FACTORY_A","114.34","45.70","7.29","80.00"
"5031","2026-02-04 11:50","FACTORY_A","123.49","44.95","7.24","86.74"
"5032","2026-02-04 11:51","FACTORY_A","122.46","46.28","7.17","84.88"
"5033","2026-02-04 11:52","FACTORY_A","123.76","45.04","7.21","76.35"
"5034","2026-02-04 11:53","FACTORY_A","119.84","45.60","7.20","84.17"
"5035","2026-02-04 11:54","FACTORY_A","123.04","45.23","7.17","88.86"
"5036","2026-02-04 11:55","FACTORY_A","115.59","45.88","7.27","88.88"
"5037","2026-02-04 11:56","FACTORY_A","122.14","44.33","7.30","84.88"
"5038","2026-02-04 11:57","FACTORY_A","117.69","43.29","7.13","81.94"
"5039","2026-02-04 11:58","FACTORY_A","115.05","46.36","7.27","81.45"
"5040","2026-02-04 11:59","FACTORY_A","116.63","47.26","7.17","87.29"
"5041","2026-02-04 12:00","FACTORY_A","120.02","43.36","7.19","73.31"
"5042","2026-02-04 12:01","FACTORY_A","117.53","45.27","7.21","86.34"
"5043","2026-02-04 12:02","FACTORY_A","121.13","44.33","7.28","80.65"
"5044","2026-02-04 12:03","FACTORY_A","114.58","46.33","7.21","75.39"
"5045","2026-02-04 12:04","FACTORY_A","113.62","45.37","7.22","74.09"
"5046","2026-02-04 12:05","FACTORY_A","124.12","49.99","7.24","71.47"
"5047","2026-02-04 12:06","FACTORY_A","122.71","44.55","7.25","82.82"
"5048","2026-02-04 12:07","FACTORY_A","116.85","47.31","7.23","89.61"
"5049","2026-02-04 12:08","FACTORY_A","119.99","47.45","7.25","77.50"
"5050","2026-02-04 12:09","FACTORY_A","123.06","45.80","7.17","75.73"
